Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
16029,2016,Plainfield,65 CHARLOTTE DR,112070,169900,0.659623308,Single Family
80286,2008,Trumbull,8 MORRIS AVE,266000,325000,0.818461538,Single Family
70373,2007,Norwich,4 NORTH ST,70000,130000,0.538461538,Single Family
100214,2010,Shelton,135 CORAM AVE,170940,153700,1.112166558,Single Family
70803,2007,Fairfield,4 MOODY AVE,198730,394000,0.504390863,Single Family
200646,2020,Enfield,230 PEARL ST,107850,140230,0.769093632,Residential
70054,2007,Woodbury,22 FAIR GROUNDS RD,287230,482000,0.595912863,Single Family
120180,2012,West Hartford,27 HAYNES RD,145810,180000,0.810055556,Single Family
12044,2012,Brooklyn,37 VENTURA DR,113600,145000,0.783448276,Single Family
190116,2019,Norwalk,178 FLAX HILL RD UNIT C201,165040,275000,0.6001,Condo
2100192,2021,Seymour,142-144 ROOSEVELT DR,124110,9555.55,12.9882,Residential
160657,2016,Norwalk,22 HILLS LN,215610,310000,0.695516129,Condo
10539,2010,New Haven,90 MORRIS COVE ROAD,353730,845000,0.418615385,Single Family
200438,2020,Bristol,173 ROBERTSON ST,72590,115000,0.6312,Residential
70365,2007,Westport,10 ARROW HEAD RD,1009900,1975000,0.511341772,Single Family
2000741,2020,Stamford,60 STRAWBERRY HILL AVE #706,83650,130000,0.6434,Residential
60164,2006,Tolland,99 DEERWOOD RD,249200,419000,0.594749403,Single Family
20348,2020,Plainfield,64-70 NORTH CHESTNUT ST,103340,170000,0.6078,Residential
170055,2017,Enfield,17 BOOTH ST,99890,176500,0.565949008,Single Family
200673,2020,Bristol,181 MERCIER AVE,108290,180000,0.6016,Residential
140039,2014,Danbury,525 CENTER MEADOW LA,17500,289645,0.060418789,Condo
201114,2020,Greenwich,37-39 SMITH STREET NORTH,312270,650000,0.4804,Residential
170134,2017,Plymouth,22 LYNN AVE,114360,195000,0.586461538,Single Family
170186,2017,Groton,584E SHENNECOSSETT RD U75,59920,103000,0.5817,Condo
180168,2018,Plainville,71 WHITE OAK AVE C-3,84910,117000,0.7257,Condo
60423,2006,Bristol,30 MAHEU ST,106970,227000,0.47123348,Single Family
1500056,2015,Stamford,10 ROBINSON DRIVE,447770,640000,0.699640625,Single Family
210775,2021,New Britain,298 TREMONT ST,156730,225000,0.6965,Residential
170805,2017,Fairfield,245 SUNNYRIDGE AVE #29,143220,249900,0.5731,Condo
160244,2016,Berlin,250 MIDDLETOWN ROAD,155900,190000,0.820526316,Single Family
130193,2013,Bethel,22 BENSON ROAD,104020,109000,0.954311927,Single Family
140048,2014,Windham,675 WINDHAM BACK RD,95890,150412,0.637515624,Two Family
160333,2016,Simsbury,24 MASSACO STREET,208110,587000,0.354531516,Single Family
110137,2011,Westport,5B GORHAM AVE,899600,1355000,0.663911439,Single Family
21041,2021,Old Saybrook,11A COVE ST,127600,465000,0.274408602,Residential
160161,2016,Winchester,89 HILLSIDE AVE,94150,49000,1.921428571,Three Family
10167,2010,Brookfield,19 BROOKS LANE,195370,128888,1.515812178,Condo
12018,2012,Hartford,1 WOODSIDE CIR,213423,885000,0.241155932,Single Family
800248,2008,Wolcott,32 CAMBRIDGE DR,243290,350000,0.695114286,Single Family
150919,2015,Killingly,35 HARTSHORN ST,119770,230000,0.52073913,Single Family
110029,2011,Old Lyme,25 COULT LA,339800,350000,0.970857143,Single Family
120168,2012,Trumbull,143 GOVERNOR TRUMBULL WAY,219000,277500,0.789189189,Condo
21337,2021,Plainfield,25 PINECREST DR,102310,240000,0.4262,Residential
170244,2017,Madison,75 SCOTLAND AVE,277000,600000,0.4616,Single Family
140297,2014,Guilford,992 LITTLE MEADOW RD,257180,420000,0.612333333,Single Family
120321,2012,Vernon,9 GRADY RD,170670,272000,0.627463235,Single Family
11383,2011,Glastonbury,336 WICKHAM RD,235900,303000,0.778547855,Single Family
16083,2016,Marlborough,143 SO MAIN ST,127330,222000,0.573558559,Single Family
140015,2014,Harwinton,20 CARLTON RD,107380,168000,0.639166667,Single Family
21090,2021,North Stonington,11 OAK DR,105490,290000,0.363758621,Residential
170506,2017,Cheshire,25 LANSDOWNE LANE,294270,425000,0.6924,Single Family
210212,2021,Branford,6 RIVER RD,208100,321800,0.6466,Residential
21496,2021,Watertown,166 ICE HOUSE RD #3,213200,365000,0.5841,Residential
110377,2011,Waterbury,70 DEERWOOD LANE #11,89280,41000,2.177560976,Condo
120118,2012,West Hartford,32 WASHINGTON CIRCLE,108010,72500,1.489793103,Two Family
70213,2007,New Haven,323 EDGEWOOD AVE,221760,289900,0.764953432,Three Family
100147,2010,West Hartford,218 WALDEN ST,222000,325500,0.68202765,Single Family
180233,2018,Ledyard,905 COLONEL LEDYARD HWY,70770,38000,1.862368421,Single Family
70054,2007,Wallingford,530 CENTER ST. #B-1,151360,253500,0.597080868,Condo
140031,2014,Oxford,3 OWL RIDGE RD,385200,540000,0.713333333,Single Family
15363,2015,Milford,920 EAST BROADWAY,365160,550000,0.663927273,Single Family
210547,2021,Newington,630 CYPRESS RD,108610,230000,0.4722,Residential
90362,2009,Windsor,114 OVERLOOK DR,150500,225000,0.668888889,Single Family
170221,2017,Rocky Hill,903 GRAY FOX LANE,146230,260000,0.5624,Condo
10128,2010,Windsor Locks,51 STEVENS STREET,126100,157000,0.803184713,Single Family
140330,2014,Bethel,34 GREENWOOD AVENUE,156990,260000,0.603807692,Two Family
110203,2011,South Windsor,726 AVERY ST,168300,248000,0.678629032,Single Family
1500015,2015,Stamford,2539 BEDFORD STREET # 34B,262680,410000,0.640682927,Condo
61460,2006,Waterbury,925 ORONOKE RD 34L,52570,138000,0.380942029,Condo
13232,2013,West Haven,456 BLOHM ST,150010,225000,0.666711111,Two Family
150095,2015,Woodbridge,102 SEYMOUR RD,328510,355000,0.925380282,Single Family
900470,2009,Enfield,15 MIDDLESEX DR,148680,212000,0.701320755,Single Family
800241,2008,Farmington,4G EARLS COURT,136250,190000,0.717105263,Condo
80119,2008,Montville,27 CRESCENT ST,122970,165000,0.745272727,Single Family
160393,2016,Westport,4 CRYSTAL CIRCLE UNIT 3 COMPO,1149000,1856000,0.619073276,Single Family
201415,2020,West Hartford,1 RESERVOIR AVENUE,159530,260000,0.6135,Residential
1400043,2014,East Haven,183 ROSE ST,101140,74500,1.357583893,Single Family
151243,2015,Waterbury,202 WOODLAWN TERR,36770,20000,1.8385,Two Family
17518,2017,East Hartford,410 BURNSIDE AVE.,100210,67811,1.4777,Single Family
150070,2015,Norwalk,1  FILBERT RD,267320,381050,0.701535232,Single Family
140524,2014,Bristol,529 BROOK ST,90860,112000,0.81125,Single Family
100082,2010,New Fairfield,142 LAKE DR S CI,1023000,2050000,0.49902439,Single Family
190203,2019,Rocky Hill,52 HIGHLAND STREET,235900,349900,0.6742,Single Family
120057,2012,Hebron,298 JAGGER LN,240380,331000,0.726223565,Single Family
21249,2021,Oxford,5 HILLTOP RIDGE ROAD,258100,580000,0.445,Residential
60127,2006,Naugatuck,14 WEBB RD,81070,112000,0.723839286,Single Family
170140,2017,New Canaan,312 ELM ST #9,559370,825000,0.678,Condo
80290,2008,Stamford,13 SYLVANDALE AVENUE,409430,600000,0.682383333,Two Family
130079,2013,East Lyme,38 HOPE ST #128,221060,367500,0.60152381,Condo
90770,2009,Norwalk,50 AIKEN ST C/514,202720,261375,0.775590626,Condo
100041,2010,Lebanon,192 GEER RD,145280,190000,0.764631579,Single Family
150393,2015,Simsbury,22 MAIN STREET EXT #A4,51480,62000,0.830322581,Condo
60221,2006,Bridgeport,3200 PARK AVE UT 3B2,161266,300000,0.537553333,Condo
16077,2016,Wilton,38 KENT HILLS LA,397250,650000,0.611153846,Single Family
120019,2012,Greenwich,"15 HYCLIFF ROAD, GREENWICH,CT",1574440,1700000,0.926141176,Single Family
170275,2017,Bloomfield,67 LINCOLN TERR,103460,185500,0.5577,Single Family
160518,2016,South Windsor,84 AYERS RD,130400,257500,0.506407767,Single Family
180511,2018,Groton,301 BUDDINGTON RD LOT 16A,10710,17000,0.63,Single Family
15114,2015,New Hartford,21 TURNBULL ROAD,163310,285000,0.573017544,Single Family
10024,2010,New Hartford,82 TANGLEWOOD ROAD,240380,345000,0.696753623,Single Family
150669,2015,Enfield,40 BELLE AVE,103530,140723,0.735700632,Single Family
190096,2019,East Hampton,22 WATERVIEW CIRCLE,21480,40000,0.537,Single Family
200925,2020,Norwalk,9 RED OAK LN,384840,603000,0.6382,Residential
130056,2013,New Haven,19 WHITTLESEY AVENUE,59500,172500,0.344927536,Two Family
110245,2011,Old Saybrook,29 DUDLEY AVE,283100,67333,4.20447626,Single Family
150194,2015,Waterbury,338 HIGHLAND AVE,71520,70000,1.021714286,Single Family
60398,2006,Waterford,1 ROBIN HL RD,150820,350000,0.430914286,Single Family
10323,2010,Milford,8 MELBA STREET,259600,87500,2.966857143,Single Family
60620,2006,Newington,38 TURKEY HILL RD,181160,254000,0.713228346,Single Family
182299,2018,Waterbury,164 ROSENGARTEN DR,95530,164600,0.5803,Single Family
120180,2012,Suffield,18 CLAY CREEK DR,696080,835000,0.833628743,Single Family
20389,2020,Darien,11 CATALPA TERRACE,475370,739000,0.6432,Residential
14062,2014,Darien,22 GARDINER STREET,771330,910000,0.847615385,Single Family
180011,2018,Canaan,263 ROUTE 63,142300,50000,2.846,Single Family
170070,2017,Stratford,921 EAST BROADWAY,246330,360000,0.68425,Single Family
100071,2010,Waterford,82 LONGVIEW ST #23,120070,99000,1.212828283,Condo
11387,2011,Glastonbury,332 CAVAN LN,193000,282100,0.684154555,Condo
202856,2020,Norwalk,97 RICHARDS AVE UNIT F6,172650,305000,0.566,Residential
140837,2014,Meriden,1901 PADDOCK VILLAGE,103040,108005,0.954029906,Single Family
100336,2010,Norwalk,80 COUNTY ST 1313B,168210,215000,0.782372093,Condo
140149,2014,Oxford,5 BELINSKY CIRCLE,337400,510000,0.661568627,Single Family
130322,2013,Waterbury,63 CIRCULAR AVE,89600,83500,1.073053892,Single Family
100184,2010,Farmington,10 HIDDEN OAK DR,498640,685000,0.727941606,Single Family
20944,2020,Hartford,20 CATHERINE ST,71663,133350,0.5374,Residential
190726,2019,Waterbury,968 HIGHLAND AVE,119750,185000,0.6473,Two Family
150007,2015,Somers,555 MAIN ST,92500,74000,1.25,Single Family
170293,2017,Southington,55-19 COLUMBUS AVE,124120,195000,0.6365,Condo
150303,2015,Waterford,266 BLOOMINGDALE RD,302540,322500,0.938108527,Single Family
190161,2019,Prospect,8 BROOKWOOD CT,221130,370000,0.5976,Single Family
90160,2009,Stonington,20 WILLIAM ST,159600,224000,0.7125,Single Family
60033,2006,Old Lyme,5 SALTAIRE DR &,253100,253100,1,Single Family
70463,2007,Groton,32 LEDYARD AVE,145460,210000,0.692666667,Two Family
80219,2008,Southington,213 PRATT ST,146440,175000,0.8368,Single Family
210414,2021,Avon,147 ARCH ROAD,191020,391400,0.488,Residential
210280,2021,Ledyard,16O LAKESIDE DR,71890,80000,0.8986,Residential
60614,2006,Waterbury,130 TANGLEWOOD RD,75530,169000,0.446923077,Single Family
111004,2011,Bridgeport,37-D NOB HILL CIR,47330,54000,0.876481481,Condo
160108,2016,Cromwell,19 NORDLAND AVENUE,138160,127500,1.083607843,Single Family
80292,2008,Branford,8 STONE WALL LA,195600,362300,0.539884074,Single Family
210451,2021,Fairfield,1000 KNAPP HIGHWAY  UNIT 6,100800,205000,0.4917,Residential
200892,2020,Danbury,35 BRENTWOOD CI,18200,483786,0.0376,Residential
140322,2014,Southbury,563 JEREMY SWAMP RD,236320,375000,0.630186667,Single Family
160438,2016,Cheshire,327 RADMERE RD,202910,221000,0.918144796,Single Family
100258,2010,North Haven,17 EVERGREEN PLACE,175350,220000,0.797045455,Single Family
91203,2009,Bridgeport,89 PITT STREET,118120,10000,11.812,Single Family
100475,2010,New Britain,52 KENNEDY DR,98560,120000,0.821333333,Single Family
800218,2008,Newington,527 CYPRESS ROAD,108430,139900,0.77505361,Condo
190909,2019,Hamden,126 SHEPARDS KNOLL DR U126,63070,108000,0.584,Condo
200009,2020,Warren,25 PARTRIDGE RD,261900,405000,0.6466,Residential
60038,2006,Farmington,8 FOREST HLS,140990,225000,0.626622222,Single Family
170157,2017,New Canaan,17 FIELD CREST RD,676690,975000,0.694,Single Family
211659,2021,Bridgeport,191 CANFIELD AVE #195,253790,433107,0.5859,Residential
210133,2021,Torrington,68 WILSON AVE UNIT 317,54970,134900,0.4074,Residential
80440,2008,Milford,160 MEADOW PARK DRIVE,211970,265000,0.799886792,Single Family
9484,2009,Meriden,363 LIBERTY ST,148990,208000,0.716298077,Two Family
190146,2019,New Haven,66 CONCORD ST,154840,120000,1.2903,Two Family
19165,2019,North Haven,1999 HARTFORD TPKE,168600,140000,1.2043,Single Family
160235,2016,Rocky Hill,57A MARSHALL ROAD,56280,13650000,0.004123077,Condo
90018,2009,Seymour,6 KATHY DRIVE,165270,290000,0.569896552,Single Family
70203,2007,Cheshire,999 EAST JOHNSON AVE,148670,270000,0.55062963,Single Family
210958,2021,Bridgeport,38C ENID ST UNIT #26,46970,105000,0.447333333,Residential
11010,2011,Wethersfield,20 LORRAINE RD,175000,257000,0.680933852,Single Family
210132,2021,Middletown,11 WEST MEADOW LA #01,93640,170000,0.5508,Residential
12055,2012,Bloomfield,15 NORMAN DR,149450,155500,0.961093248,Single Family
171619,2017,Norwalk,56 GLEN AVE,275070,420000,0.6549,Single Family
111324,2011,Stratford,165 SALEM RD,209580,259000,0.809189189,Single Family
141377,2014,Waterbury,30 BIRCHWOOD ST,94890,121500,0.780987654,Single Family
170287,2017,Norwich,150 YANTIC ST UNIT #239,75300,81000,0.9296,Condo
120065,2012,Bolton,77 MT SUMNER DR,233190,229000,1.018296943,Single Family
120083,2012,Hamden,68 BRADLEY AVE,118440,60000,1.974,Single Family
70417,2007,Vernon,2 BRIDLE PATH LN,213210,334000,0.638353293,Single Family
13192,2013,Bloomfield,869 BLUE HILLS AVE,476280,680400,0.7,Single Family
120600,2012,Westport,37 SNIFFEN RD,352100,525000,0.670666667,Single Family
120122,2012,Middletown,51 ARESCO DR,296740,355000,0.835887324,Single Family
91508,2009,Bridgeport,99-101 SANFORD PLACE,203390,385000,0.528285714,Two Family
14783,2014,Milford,41 LAUREL AVE,197060,160000,1.231625,Single Family
60391,2006,West Haven,64 DAVID ST,119630,170000,0.703705882,Single Family
110047,2011,Windsor,6 LITTLE LOCH WAY,206850,277500,0.745405405,Single Family
150277,2015,Middletown,23 COOLEY AVE,112300,165000,0.680606061,Two Family
100419,2010,Newington,12 DEMING FARM DRIVE,27562,531601,0.051847156,Condo
19097,2019,Watertown,93 NORTHWEST DR,202100,315000,0.6416,Single Family
20201167,2020,Stratford,1087 NICHOLS AVENUE,155820,360000,0.4328,Residential
21035,2021,Plainville,27 CHURCH ST,423010,670000,0.6313,Residential
211308,2021,West Hartford,110 LEDGEWOOD ROAD,232400,465000,0.4997,Residential
150480,2015,Manchester,513 LYDALL STREET,156900,195000,0.804615385,Single Family
70628,2007,Manchester,44 WESTERLY ST,136200,189900,0.717219589,Single Family
90068,2009,Wilton,35 HOLLOW TREE PL,812140,846000,0.959976359,Single Family
70296,2007,Stratford,3699 BROADBRIDGE #223,96460,62099,1.553326141,Condo
150219,2015,Danbury,612 CENTER MEADOW LANE,156000,330594,0.471877893,Condo
18062,2018,Burlington,38 WEST CHIPPEN HILL ROAD,176190,182000,0.968,Single Family
170389,2017,Groton,31 GEORGE AVE,102410,155000,0.6607,Single Family
10249,2010,Milford,817 EAST BROADWAY,527630,552500,0.954986425,Single Family
70227,2007,Shelton,20 ANNA ST.,199220,100000,1.9922,Single Family
150120,2015,New London,57 BECKWITH ST,98910,155000,0.638129032,Single Family
150484,2015,Branford,73 WINDMILL HILL RD,174300,237000,0.735443038,Single Family
90719,2009,Norwalk,5 FRIENDLY RD,289800,385000,0.752727273,Single Family
2020353,2020,Old Saybrook,198 ESSEX RD,236000,507500,0.465,Residential
61038,2006,Greenwich,66 ORCHARD ST,436030,690000,0.631927536,Single Family
131335,2013,Waterbury,730 WATERVILLE ST,69990,31500,2.221904762,Single Family
15000060,2015,Sterling,51 PORTER POND RD,123230,188500,0.653740053,Single Family
160491,2016,Stratford,80 EDMUND ST,183050,308000,0.594318182,Two Family
79002,2007,Windsor,305 WEST WOLCOTT AVE,137690,269900,0.510151908,Single Family
60811,2006,Torrington,286 ROBERTS ST,89800,186000,0.482795699,Single Family
70071,2007,Woodbury,34 QUAIL RUN RD,291000,505435,0.575741688,Single Family
160037,2016,Bristol,489 WOLCOTT ST UN92,90020,135000,0.666814815,Condo
170051,2017,Enfield,215 SHAKER RD,171570,285000,0.602,Single Family
200584,2020,Norwich,19 GARDNER ACRES,120000,210000,0.5714,Residential
18306,2018,East Hartford,57 FERNCREST,82420,172000,0.479186047,Single Family
180056,2018,Roxbury,257 GOOD HILL RD,591770,795000,0.7443,Single Family
210744,2021,Norwich,72 DIVISION ST,56000,41709,1.3426,Residential
12012,2012,Hartland,2 HANS DR,156550,260000,0.602115385,Single Family
170492,2017,Branford,39 TAYLOR PL,161000,205000,0.7853,Single Family
110159,2011,Bridgeport,140-142 LORRAINE STREET,197900,82200,2.407542579,Three Family
2000072,2020,Naugatuck,45 COACH CIR #3,56890,100000,0.5689,Residential
200631,2020,Greenwich,4 KEOFFERAM ROAD,1372560,2660000,0.516,Residential
100214,2010,Cheshire,440 WALLINGFORD RD,317030,450000,0.704511111,Single Family
200115,2020,Westbrook,59 OLD MAIL TRL & M-195 L-148,572850,666667,0.8592,Residential
15008,2015,Barkhamsted,10 CHISWICK LANE,129990,192500,0.675272727,Single Family
100377,2010,Wethersfield,832 PROSPECT ST,186500,240000,0.777083333,Single Family
800457,2008,East Hartford,7 CHANDLER ST,82680,64000,1.291875,Single Family
190377,2019,Oxford,1006 ST ANDREWS DR,286100,347525,0.8233,Condo
200526,2020,Farmington,19 HAROLD RD,194730,295000,0.6601,Residential
19276,2019,Montville,42 FIELDING DR,101700,217000,0.4687,Single Family
200941,2020,Norwich,31 HARBOR VIEW LN,89700,180000,0.4983,Residential
170431,2017,Branford,30 CONIFER DR,333600,450000,0.741333333,Single Family
122131,2012,Stratford,99 MCKINLEY ST,85380,99900,0.854654655,Single Family
200458,2020,Waterbury,293 LINCOLN ST,86390,172500,0.5008,Residential
18300,2018,Ridgefield,7 CHIPMUNK LA,395170,623500,0.6337,Single Family
60275,2006,Middletown,133 E RIDGE RD,106810,232500,0.459397849,Single Family
2001655,2020,Stamford,1230 HOPE STREET #1,291480,507000,0.5749,Residential
201754,2020,Milford,57 BEECHWOOD AVE,160210,285000,0.5621,Residential
151678,2015,Shelton,32 MAPLE AVE,330330,374000,0.883235294,Single Family
170530,2017,Trumbull,60 WOOD AVENUE,320390,470000,0.6816,Single Family
170584,2017,Bridgeport,62-66 WORDIN AVE,128060,140000,0.914714286,Three Family
180002,2018,Enfield,25 JOHN ST,106640,98001,1.0881,Single Family
13535,2013,East Hartford,28 GREENBRIER RD.,90360,147000,0.614693878,Single Family
70020,2007,Griswold,14 SOULE ST,118090,135000,0.874740741,Single Family
90047,2009,Seymour,20 HIGHLAND AVENUE,150500,223100,0.674585388,Single Family
120036,2012,Beacon Falls,77 OCTOBER LANE,188230,279900,0.672490175,Condo
170211,2017,Trumbull,704 WOODLAND HILLS DDRIVE,212100,335000,0.6331,Condo
172771,2017,Shelton,615 BOOTH HILL RD,170000,231770,0.7334,Single Family
70623,2007,Hamden,223 SANTA FE AVE,306180,466500,0.656334405,Single Family
80768,2008,Stamford,78 VERPLANK AVENUE,651610,790000,0.824822785,Single Family
100581,2010,New Britain,60 KENT RD,165970,195000,0.851128205,Single Family
60015,2006,Warren,12 PARTRIDGE RD,162820,321000,0.507227414,Single Family
180464,2018,Branford,244 GREENS FARM RD,118300,210000,0.5633,Condo
200687,2020,Waterbury,000 LONG HILL RD,62300,150000,0.4153,Residential
180508,2018,Wallingford,12 CRESTVIEW TER,134200,221000,0.6072,Single Family
191061,2019,Waterbury,899 PEARL LAKE RD,98500,98500,1,Single Family
180596,2018,Hamden,127 FLOWER DR,141960,231000,0.6145,Single Family
130741,2013,New Britain,103 BROOK ST,125230,100000,1.2523,Two Family
12626,2012,East Hartford,179 BURKE ST.,85570,125000,0.68456,Single Family
171001130,2017,Woodbury,328 MINORTOWN RD,127230,206000,0.6176,Single Family
170146,2017,Greenwich,696 LAKE AVE,1820000,2235000,0.814317673,Single Family
